link_id,Node1           ,Node2           
 PIPE_25659      ,A2098           ,AD11253-01-01   
 PIPE_30810      ,A3001           ,A2609           
 PIPE_31019      ,A836            ,AD11704         
 PIPE_29985      ,A2103           ,A2              
 PIPE_30523      ,A3021           ,AD11713-01-01   
 PIPE_30513      ,A3022           ,A3023           
 PIPE_29964      ,A8              ,A5              
 PIPE_29960      ,A5              ,A740            
 PIPE_29976      ,A1510           ,A3022           
 PIPE_30469      ,A9              ,AD11657-01-01   
 PIPE_21718      ,A845            ,A2615           
 PIPE_19763      ,A2615           ,AD11214-01-01   
 PIPE_19609      ,A894            ,AD10426-01-01   
 PIPE_18870      ,A3026           ,A388            
 PIPE_31333      ,A496            ,A1522           
 PIPE_21384      ,A2120           ,A3030           
 PIPE_17775      ,A731            ,A1541           
 PIPE_19561      ,A2136           ,AD10185-01-01   
 PIPE_18892      ,A3364           ,AD10359-01-01   
 PIPE_26062      ,A2255           ,A3034           
 PIPE_28931      ,A3035           ,A1209           
 PIPE_27150      ,A1533           ,A3036           
 PIPE_28930      ,A3035           ,AD11516-01-01   
 PIPE_30515      ,A3038           ,A3021           
 PIPE_23866      ,A646            ,A3039           
 PIPE_22150      ,A3039           ,AD10076-05-01   
 PIPE_30782      ,A34             ,A3041           
 PIPE_27173      ,A2144           ,A1537           
 PIPE_20442      ,A2149           ,A2327           
 PIPE_21386      ,A1541           ,A1539           
 PIPE_29163      ,A878            ,A229            
 PIPE_17814      ,A109            ,A1545           
 PIPE_19740      ,A1549           ,AD10144-01-01   
 PIPE_21121      ,A1546           ,A1751           
 PIPE_21495      ,A49             ,A51             
 PIPE_28977      ,A1550           ,A2154           
 PIPE_21319      ,A2154           ,A891            
 PIPE_22830      ,A1731           ,A3044           
 PIPE_17779      ,A1338           ,A3045           
 PIPE_23845      ,A3514           ,AD10074-06-01   
 PIPE_19651      ,A895            ,A3249           
 PIPE_19104      ,A1332           ,A901            
 PIPE_23919      ,A2161           ,A3049           
 PIPE_19329      ,A76             ,A73             
 PIPE_18610      ,A76             ,A2655           
 PIPE_30295      ,A1565           ,AD11671-01-01   
 PIPE_18042      ,A1392           ,A2513           
 PIPE_19181      ,A920            ,A3052           
 PIPE_24743      ,A921            ,AD10313-01-01   
 PIPE_26648      ,A2168           ,A3055           
 PIPE_24437      ,A1285           ,A1583           
 PIPE_22839      ,A932            ,A3057           
 PIPE_25358      ,A3058           ,AD10221-01-01   
 PIPE_18809      ,A3059           ,A1777           
 PIPE_20465      ,A1390           ,AD10354-01-01   
 PIPE_18804      ,A2170           ,A2281           
 PIPE_27152      ,A1590           ,A1585           
 PIPE_25861      ,A103            ,A2156           
 PIPE_25132      ,A2174           ,A1597           
 PIPE_21194      ,A2670           ,A3062           
 PIPE_20727      ,A2536           ,AD10092-03-01   
 PIPE_21404      ,A589            ,A2179           
 PIPE_23996      ,A2918           ,A3064           
 PIPE_18120      ,A1340           ,A2628           
 PIPE_17980      ,A2183           ,A3065           
 PIPE_31276      ,A1600           ,A233            
 PIPE_21902      ,A1117           ,A1857           
 PIPE_23721      ,A2116           ,A947            
 PIPE_26838      ,A2516           ,A1364           
 PIPE_22966      ,A1606           ,A2687           
 PIPE_20737      ,A3066           ,A1250           
 PIPE_22164      ,A3067           ,A3068           
 PIPE_17890      ,A3069           ,A3070           
 PIPE_30308      ,A2680           ,A3071           
 PIPE_27036      ,A1614           ,A3072           
 PIPE_29458      ,A3073           ,A2525           
 PIPE_23016      ,A1908           ,A2689           
 PIPE_23884      ,A1610           ,A3074           
 PIPE_19373      ,A2502           ,A3076           
 PIPE_21122      ,A1633           ,A3078           
 PIPE_18741      ,A1635           ,A3079           
 PIPE_26572      ,A3079           ,A2196           
 PIPE_19984      ,A972            ,A1626           
 PIPE_23984      ,A1632           ,A133            
 PIPE_17689      ,A973            ,A2702           
 PIPE_18659      ,A3081           ,A2458           
 PIPE_22771      ,A3082           ,A1116           
 PIPE_22759      ,A3393           ,A1249           
 PIPE_22330      ,A3083           ,AD10082-06-01   
 PIPE_19195      ,A2911           ,AD10087-02      
 PIPE_18943      ,A1141           ,A3082           
 PIPE_24580      ,A2885           ,AD11078-01-01   
 PIPE_18337      ,A2212           ,A3087           
 PIPE_19950      ,A2707           ,AD11142-01-01   
 PIPE_22013      ,A243            ,A3090           
 PIPE_26280      ,A3091           ,A3092           
 PIPE_21485      ,A3092           ,AD10031-02-01   
 PIPE_23988      ,A1650           ,A2662           
 PIPE_24342      ,A168            ,A3095           
 PIPE_18970      ,A255            ,AD10039-01-01   
 PIPE_24567      ,A2716           ,A3097           
 PIPE_20441      ,A3100           ,A3101           
 PIPE_23388      ,A445            ,AD10376-01-01   
 PIPE_23521      ,A3104           ,A2919           
 PIPE_22440      ,A2724           ,A2723           
 PIPE_18087      ,A410            ,AD10343-01-01   
 PIPE_23155      ,A3107           ,A3026           
 PIPE_24036      ,A17             ,A1666           
 PIPE_19522      ,A2227           ,A3109           
 PIPE_23572      ,A1870           ,AD10350-02-01   
 PIPE_25130      ,A3111           ,A3112           
 PIPE_31970      ,A3113           ,A2730           
 PIPE_20431      ,A2293           ,A228            
 PIPE_24903      ,A1321           ,A2242           
 PIPE_20071      ,A2242           ,A2742           
 PIPE_20897      ,A2095           ,A3119           
 PIPE_17754      ,A2092           ,A231            
 PIPE_21775      ,A2243           ,A1044           
 PIPE_22127      ,A1161           ,A1045           
 PIPE_18762      ,A242            ,AD10026-01-01   
 PIPE_21409      ,A1677           ,A242            
 PIPE_20731      ,A2751           ,A3121           
 PIPE_29165      ,A2743           ,A2633           
 PIPE_29203      ,A2756           ,A1688           
 PIPE_28932      ,A3035           ,A3122           
 PIPE_19455      ,A1405           ,A1704           
 PIPE_23187      ,A261            ,A2494           
 PIPE_21033      ,A1065           ,AD10183-01-01   
 PIPE_27187      ,A861            ,A3124           
 PIPE_22251      ,A3036           ,A3125           
 PIPE_19261      ,A3125           ,AD10304-01-01   
 PIPE_18170      ,A212            ,A2036           
 PIPE_18213      ,A1720           ,A2760           
 PIPE_25764      ,A3129           ,A3130           
 PIPE_30758      ,A3131           ,A1719           
 PIPE_27202      ,A2762           ,A2399           
 PIPE_24698      ,A3132           ,A2430           
 PIPE_24261      ,A1086           ,AD10021-01-01   
 PIPE_24101      ,A288            ,AD10311-01-01   
 PIPE_26860      ,A290            ,A3135           
 PIPE_19094      ,A2295           ,A894            
 PIPE_20448      ,A1557           ,AD10084-03-01   
 PIPE_25651      ,A299            ,A1730           
 PIPE_19229      ,A3078           ,A1101           
 PIPE_25105      ,A1744           ,A1960           
 PIPE_30222      ,A1230           ,A2962           
 PIPE_24174      ,A313            ,A2303           
 PIPE_19543      ,A3141           ,A2661           
 PIPE_18605      ,A318            ,A316            
 PIPE_26710      ,A1578           ,A2308           
 PIPE_18705      ,A859            ,A3143           
 PIPE_21860      ,A2124           ,AD10124-05-01   
 PIPE_19976      ,A2627           ,A2313           
 PIPE_22132      ,A322            ,A1525           
 PIPE_21112      ,A3146           ,A2315           
 PIPE_20276      ,A1750           ,AD11116-01-01   
 PIPE_18563      ,A329            ,A3147           
 PIPE_21425      ,A490            ,A327            
 PIPE_27169      ,A2771           ,A3149           
 PIPE_21931      ,A493            ,A3146           
 PIPE_22397      ,A195            ,A331            
 PIPE_24171      ,A3150           ,A3643           
 PIPE_23660      ,A3153           ,A1126           
 PIPE_24827      ,A2784           ,A3155           
 PIPE_23894      ,A2784           ,A2323           
 PIPE_22810      ,A338            ,A3156           
 PIPE_22459      ,A3156           ,A1130           
 PIPE_21784      ,A1130           ,A3157           
 PIPE_24063      ,A2786           ,A217            
 PIPE_24268      ,A2328           ,A2253           
 PIPE_18765      ,A2369           ,A2246           
 PIPE_29651      ,A2791           ,A1910           
 PIPE_18734      ,A436            ,A1138           
 PIPE_20624      ,A361            ,AD10877         
 PIPE_23421      ,A1150           ,A2794           
 PIPE_31304      ,A363            ,A1774           
 PIPE_20183      ,A2942           ,AD10137-01-01   
 PIPE_22883      ,A2348           ,A373            
 PIPE_19438      ,A2351           ,AD10247-01-01   
 PIPE_26194      ,A3162           ,A3163           
 PIPE_24352      ,A2357           ,A3164           
 PIPE_22031      ,A1793           ,A2801           
 PIPE_24873      ,A3101           ,A3165           
 PIPE_19987      ,A1799           ,A1168           
 PIPE_20723      ,A1172           ,A3166           
 PIPE_21535      ,A2805           ,A3167           
 PIPE_21911      ,A1174           ,AD10177-01-01   
 PIPE_24099      ,A2408           ,A199            
 PIPE_22589      ,A1178           ,A3170           
 PIPE_22260      ,A3095           ,A395            
 PIPE_29551      ,A1777           ,A3171           
 PIPE_30026      ,A833            ,A3173           
 PIPE_22468      ,A1186           ,A3174           
 PIPE_24523      ,A3175           ,A1191           
 PIPE_22467      ,A413            ,A3178           
 PIPE_19872      ,A1448           ,A1819           
 PIPE_26773      ,A1198           ,A1820           
 PIPE_19702      ,A3180           ,A2375           
 PIPE_19628      ,A3062           ,A3182           
 PIPE_21296      ,A1973           ,A2376           
 PIPE_23056      ,A2376           ,A3183           
 PIPE_25289      ,A2377           ,A3184           
 PIPE_19013      ,A379            ,AD10090-03-01   
 PIPE_19172      ,A434            ,A433            
 PIPE_22048      ,A1837           ,A455            
 PIPE_21862      ,A457            ,A3188           
 PIPE_15697      ,A460            ,A2350           
 PIPE_17962      ,A2490           ,A2831           
 PIPE_24045      ,A467            ,A2529           
 PIPE_26302      ,A1721           ,A3189           
 PIPE_20873      ,A465            ,AD10045-02-01   
 PIPE_18405      ,A1325           ,A3132           
 PIPE_17928      ,A2832           ,A1087           
 PIPE_25615      ,A474            ,A3191           
 PIPE_21919      ,A3192           ,A3193           
 PIPE_26355      ,A406            ,A2747           
 PIPE_29460      ,A2333           ,A1049           
 PIPE_22026      ,A2369           ,AD10012-01-01   
 PIPE_24365      ,A3196           ,A3197           
 PIPE_27334      ,A1236           ,AD10402         
 PIPE_23498      ,A22             ,A2608           
 PIPE_18677      ,A1926           ,A1970           
 PIPE_31256      ,A2409           ,AD11715         
 PIPE_22689      ,A2409           ,A486            
 PIPE_31322      ,A486            ,A1275           
 PIPE_24288      ,A330            ,A3081           
 PIPE_23440      ,A3147           ,A1243           
 PIPE_23515      ,A3149           ,A1248           
 PIPE_22270      ,A2687           ,A1905           
 PIPE_29685      ,A2690           ,A3066           
 PIPE_24650      ,A3274           ,AD10447-01-01   
 PIPE_15608      ,A3203           ,A1608           
 PIPE_18654      ,A1253           ,A506            
 PIPE_23337      ,A1871           ,A3205           
 PIPE_17738      ,A1874           ,A801            
